scientific_name,common_name,family,height (feet),height_min,height_max,spread (feet),spread_min,spread_max,type,bloom_time,bloom_start,bloom_end,maintenance,sun,sun_max,sun_min,water,zone,zone_min,zone_max,bloom_desc,native_range
Iris 'Autumn Tryst',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,White with rosy-lavender edges,
Iris 'Az Ap',Intermediate Iris,Iridaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 8,3,8,Cobalt blue with gentian blue beards,
Iris 'Baby Sister',Siberian Iris,Iridaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.25,1.0,1.25,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Violet blue with white signal on the falls,
Iris 'Ballet Lesson',Standard Dwarf Bearded Iris,Iridaceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 8,3,8,Peachy pink,
Iris 'Being Busy',Standard Dwarf Bearded Iris,Iridaceae,0.75 to 1.50,0.75,1.5,0.75 to 1.50,0.75,1.5,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 8,3,8,"Yellow, maroon-red with mauve edges",
Iris 'Beverly Sills',Tall Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June,June,,Medium,Full sun,full sun,,Medium,3 to 9,3,9,Flamingo Pink,
Iris 'Billionaire',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Yellow,
Iris 'Bird Feeder',Siberian Iris,Iridaceae,2.50 to 3.00,2.5,3.0,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue,
Iris 'Black Gamecock',Louisiana Iris,Iridaceae,2.00 to 3.00,2.0,3.0,2.00 to 2.00,2.0,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,4 to 9,4,9,Dark purple to black,
Iris 'Blatant',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Yellow (standards) and red (falls),
Iris brevicaulis,Zigzag Iris,Iridaceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June,June,,Medium,Full sun to part shade,full sun,part shade,Medium to wet,4 to 8,4,8,Deep bluish purple with yellow-crested falls, Central North America
Iris 'Buckwheat',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Yellow with greenish-tan tinge on falls,
Iris 'Butter and Sugar',Siberian Iris,Iridaceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Yellow falls and white standards,
Iris 'Caesar's Brother',Siberian Iris,Iridaceae,3.00 to 4.00,3.0,4.0,2.50 to 3.00,2.5,3.0,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Deep purple,
Iris 'Caroline Gibbs',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Orange-peach,
Iris 'Champagne Elegance',Tall Bearded Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,Medium,Full sun,full sun,,Medium,3 to 9,3,9,White standards and  Apricot-peach falls,
Iris 'Chilled Wine',Siberian Iris,Iridaceae,2.00 to 2.50,2.0,2.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Wine red,
Iris 'City Lights',Tall Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Violet blue with white center zones,
Iris 'Clarence',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,White (standards) and violet blue (falls),
Iris 'Cocoa Pink',Standard Dwarf Bearded Iris,Iridaceae,0.50 to 1.00,0.5,1.0,0.50 to 1.00,0.5,1.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 8,3,8,Pink,
Iris cristata,Dwarf Crested Iris,Iridaceae,0.50 to 0.75,0.5,0.75,0.50 to 1.00,0.5,1.0,Herbaceous perennial,April,April,,Medium,Full sun to part shade,full sun,part shade,Medium,3 to 9,3,9,Pale blue with gold-crested falls, Northeastern United States
Iris cristata 'Alba',Dwarf Crested Iris,Iridaceae,0.50 to 0.75,0.5,0.75,0.50 to 1.00,0.5,1.0,Herbaceous perennial,April,April,,Medium,Full sun to part shade,full sun,part shade,Medium,3 to 9,3,9,White with gold crested falls,
Iris cristata 'Powder Blue Giant',Dwarf Crested Iris,Iridaceae,0.50 to 0.75,0.5,0.75,0.50 to 1.00,0.5,1.0,Herbaceous perennial,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,3 to 9,3,9,Pale blue with gold-crested falls,
Iris 'Dance Ballerina Dance',Siberian Iris,Iridaceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue,
Iris danfordiae,Dwarf Iris,Iridaceae,0.25 to 0.50,0.25,0.5,0.25 to 0.25,0.25,0.25,Bulb,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Primrose yellow (with tiny dark spots on the falls), Turkey
Iris 'Dewful',Siberian Iris,Iridaceae,3.00 to 4.00,3.0,4.0,2.50 to 3.00,2.5,3.0,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Medium blue with light blue style arms,
Iris domestica,Blackberry Lily,Iridaceae,2.00 to 3.00,2.0,3.0,0.75 to 2.00,0.75,2.0,Herbaceous perennial,July to August,July,August,Low,Full sun,full sun,,Medium,5 to 10,5,10,Orange dotted with red, Himalayas to Russian Far East
Iris domestica 'Freckle Face',Blackberry Lily,Iridaceae,1.50 to 2.00,1.5,2.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,July to August,July,August,Low,Full sun,full sun,,Medium,5 to 10,5,10,Orange with red spots,
Iris domestica 'Hello Yellow',Leopard Lily,Iridaceae,1.00 to 1.50,1.0,1.5,0.75 to 1.00,0.75,1.0,Herbaceous perennial,July to August,July,August,Low,Full sun,full sun,,Medium,5 to 10,5,10,Yellow,
Iris 'Dutch Chocolate',Tall Bearded Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Medium,Full sun,full sun,,Medium,3 to 9,3,9,Warm red chocolate,
Iris (Dutch Hybrid Group),Iris,Iridaceae,1.50 to 2.00,1.5,2.0,0.25 to 0.50,0.25,0.5,Herbaceous perennial,May to June,May,June,Medium,Full sun,full sun,,Medium,6 to 9,6,9,Blue to yellow to white,
Iris 'Eagles Flight',Tall Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 9,3,9,Rose blue (standards) and white with grape margins (falls),
Iris 'Ego',Siberian Iris,Iridaceae,1.50 to 2.50,1.5,2.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue,
Iris ensata,Japanese Water Iris,Iridaceae,2.00 to 4.00,2.0,4.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to July,June,July,Medium,Full sun to part shade,full sun,part shade,Medium to wet,4 to 9,4,9,"Blue, lavender, violet-red, pink, white"," Eastern Asia, Kazakhstan"
Iris 'Eric the Red',Siberian Iris,Iridaceae,3.00 to 4.00,3.0,4.0,2.50 to 3.00,2.5,3.0,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Wine red,
Iris 'Eye Of The Tiger',Standard Dwarf Bearded Iris,Iridaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium,3 to 8,3,8,Blue standards and bronze falls with yellow eyes,
Iris 'Flavescens',Tall Bearded Iris,Iridaceae,2.00 to 3.00,2.0,3.0,3.00 to 4.00,3.0,4.0,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium,3 to 9,3,9,Yellow,
Iris 'Florentina',Tall Bearded Iris,Iridaceae,2.00 to 2.50,2.0,2.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June,June,,Medium,Full sun,full sun,,Medium,3 to 9,3,9,White tinged blue-gray,
Iris foetidissima,Stinking Iris,Iridaceae,1.00 to 2.00,1.0,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May,May,,Medium,Full sun to part shade,full sun,part shade,Medium,6 to 9,6,9,Pale lilac," Northern Africa, southern Europe"
Iris 'Fourfold White',Siberian Iris,Iridaceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White with yellow at base of falls,
Iris fulva,Copper Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Copper, Central United States
Iris fulva 'Lois Yellow',Copper Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Yellow,
Iris 'Garden Grace',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Red-violet on white,
Iris germanica,Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Purple falls with yellow beards and lilac standards, Eastern Mediterranean
Iris graminea,Iris,Iridaceae,0.75 to 1.50,0.75,1.5,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June,June,,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,Purple-violet, Central and southern Europe
Iris 'Gull's Wing',Siberian Iris,Iridaceae,2.50 to 3.00,2.5,3.0,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Iris 'Halloween Halo',Tall Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,White with yellow band on falls,
Iris 'Happy New Year',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Creamy spotted with violet,
Iris hexagona,Iris,Iridaceae,3.00 to 4.00,3.0,4.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium to wet,7 to 9,7,9,Blue and white with yellow signals, Southeastern United States
Iris 'Illini Charm',Siberian Iris,Iridaceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Wine-lilac with white signal on falls,
Iris 'Immortality',Tall Bearded Iris,Iridaceae,2.25 to 2.50,2.25,2.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun,full sun,,Medium,3 to 9,3,9,White,
Iris japonica,Japanese Iris,Iridaceae,0.75 to 1.00,0.75,1.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to June,May,June,Medium,Part shade,part shade,,Medium,7 to 9,7,9,Pale blue to white with yellow crests, Temperate and tropical Asia
Iris 'Jennifer Rebecca',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Rose-pink,
Iris 'Katharine Hodgkin',Iris,Iridaceae,0.25 to 0.50,0.25,0.5,0.00 to 0.25,0.0,0.25,Herbaceous perennial,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Pale blue with deeper veins,
Iris 'Kiwi Slices',Standard Dwarf Bearded Iris,Iridaceae,0.50 to 1.00,0.5,1.0,0.50 to 1.00,0.5,1.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 8,3,8,Yellow with burgundy spot,
Iris 'Lady Jean',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Rose-violet (standards) and white (falls),
Iris 'Lady of Quality',Siberian Iris,Iridaceae,2.00 to 2.50,2.0,2.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue-violet with silver edges,
Iris 'Lady Vanessa',Siberian Iris,Iridaceae,2.50 to 3.00,2.5,3.0,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May,May,,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Red-violet falls and light purple standards,
Iris 'Lavender Bounty',Siberian Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Lavender,
Iris 'Lemon Duet',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,White edged with lemon yellow,
Iris maackii,Iris,Iridaceae,2.00 to 2.50,2.0,2.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,6 to 9,6,9,Yellow, Eastern Asia
Iris 'Midnight Fragrance',Tall Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Violet-black,
Iris missouriensis,Rocky Mountain Iris,Iridaceae,1.00 to 2.00,1.0,2.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Violet blue, Western and central North America
Iris 'Monty's Sweet Blue',Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Dark blue with yellow beard,
Iris 'Northward Ho',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Pink-brown blend,
Iris 'October',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Bronze-yellow,
Iris 'Orville Fay',Siberian Iris,Iridaceae,2.50 to 3.00,2.5,3.0,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue,
Iris 'Overjoyed',Tall Bearded Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,"White standards, yellow falls and lemon shoulders",
Iris 'Pagan Goddess',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Creamy pink (standards) and peach pink (falls),
Iris pallida,Dalmatian Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Pale lavender blue, Eastern Mediterranean
Iris pallida 'Dalmatica',Dalmatian Iris,Iridaceae,3.00 to 3.25,3.0,3.25,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to June,May,June,,,,,,3 to 8,3,8,Lavender-purple,
Iris pallida 'Variegata',Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium,4 to 9,4,9,Pale lavender-blue,
Iris 'Peach Petal Pie',Standard Dwarf Bearded Iris,Iridaceae,0.50 to 1.00,0.5,1.0,0.50 to 1.00,0.5,1.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 8,3,8,Pale peach,
Iris 'Pink Haze',Siberian Iris,Iridaceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Pink to lavender,
Iris 'Pixie',Iris,Iridaceae,0.25 to 0.50,0.25,0.5,0.25 to 0.50,0.25,0.5,Herbaceous perennial,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Violet purple with yellow crests on falls,
Iris 'Professor Neil',Louisiana Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Wine red,
Iris pseudacorus,Yellow Flag,Iridaceae,3.00 to 5.00,3.0,5.0,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Yellow with brown-violet veining on the falls," Europe to western Siberia, Caucasus, northern Africa"
Iris pseudacorus 'Sun Cascade',Yellow Flag,Iridaceae,2.00 to 5.00,2.0,5.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Double yellow with brown center marking on the falls,
Iris pseudacorus 'Variegata',Yellow Flag,Iridaceae,2.00 to 5.00,2.0,5.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,5 to 9,5,9,Yellow,
Iris 'Pure As Gold',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Golden yellow,
Iris 'Quiet Shape',Siberian Iris,Iridaceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue,
Iris reticulata,Reticulated Iris,Iridaceae,0.25 to 0.50,0.25,0.5,0.25 to 0.25,0.25,0.25,Bulb,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Bluish to dark purple with gold central stripe on the falls," Northern and southern Turkey, northeastern Iraq, northern and western Iran, Russia"
Iris reticulata 'Clairette',Iris,Iridaceae,0.25 to 0.50,0.25,0.5,0.25 to 0.50,0.25,0.5,Bulb,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Light blue standards and dark blue falls,
Iris reticulata 'Gordon',Iris,Iridaceae,0.25 to 0.75,0.25,0.75,0.00 to 0.25,0.0,0.25,Bulb,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Blue,
Iris reticulata 'Harmony',Iris,Iridaceae,0.25 to 0.50,0.25,0.5,0.00 to 0.25,0.0,0.25,Bulb,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Royal blue with white-rimmed gold crest on the falls,
Iris 'Rielle',Border Bearded Iris,Iridaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to June,May,June,Medium,Full sun,full sun,,Medium,3 to 10,3,10,White overlaid yellow (standards); white with yellow (falls),
Iris 'Rill',Siberian Iris,Iridaceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue with pale blue and white styles,
Iris × robusta 'Gerald Darby',Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,4 to 9,4,9,Violet blue,
Iris 'Roney's Encore',Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Yellowish peach with orange beard,
Iris 'Rosalie Figge',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Violet with yellow throat,
Iris 'Ruffled Velvet',Siberian Iris,Iridaceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Purple,
Iris 'Sable Night',Tall Bearded Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,5 to 8,5,8,Black-violet,
Iris 'Sally Kerlin',Siberian Iris,Iridaceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue,
Iris 'September Replay',Bearded Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Golden tan with cinnamon brown markings on the falls,
Iris 'Sky Wings',Siberian Iris,Iridaceae,2.00 to 3.00,2.0,3.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Pale blue with yellow blaze on falls,
Iris 'Sparkle',Siberian Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,Blue,
Iris 'Spirit of Memphis',Tall Bearded Reblooming Iris,Iridaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,Medium,Full sun,full sun,,Medium,3 to 10,3,10,Yellow,
